locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEMGDAED_08025	CDS	672				hypothetical protein
LEMGDAED_08026	CDS	795	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LEMGDAED_08027	CDS	246				hypothetical protein
LEMGDAED_08028	CDS	798	cah	4.2.1.1	COG3338	Carbonic anhydrase
LEMGDAED_08029	CDS	1092	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
LEMGDAED_08030	CDS	390	gcvH_2		COG0509	Glycine cleavage system H protein
LEMGDAED_08031	CDS	1362	gcvPA	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
LEMGDAED_08032	CDS	1452	gcvPB_2	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
LEMGDAED_08033	CDS	936	adoK	2.7.1.20	COG0524	Adenosine kinase
LEMGDAED_08034	CDS	678				hypothetical protein
LEMGDAED_08035	CDS	807	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
LEMGDAED_08036	CDS	807	dapB_3	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
LEMGDAED_08037	CDS	495	bamE_2			Outer membrane protein assembly factor BamE
LEMGDAED_08038	CDS	441	fur_2		COG0735	Ferric uptake regulation protein
LEMGDAED_08039	CDS	2211	btuB_9			Vitamin B12 transporter BtuB
LEMGDAED_08040	CDS	1548	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
LEMGDAED_08041	CDS	135				hypothetical protein
LEMGDAED_08042	CDS	783	mtfA		COG3228	Protein MtfA
LEMGDAED_08043	CDS	1185				hypothetical protein
LEMGDAED_08044	CDS	303	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
LEMGDAED_08045	CDS	351				hypothetical protein
LEMGDAED_08046	CDS	567	dcd	3.5.4.13		dCTP deaminase
LEMGDAED_08047	CDS	1086	apbC_2		COG0489	Iron-sulfur cluster carrier protein
LEMGDAED_08048	CDS	2121	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
LEMGDAED_08049	CDS	2661	pepN_2	3.4.11.2	COG0308	Aminopeptidase N
LEMGDAED_08050	CDS	363				hypothetical protein
LEMGDAED_08051	CDS	357				hypothetical protein
LEMGDAED_08052	CDS	144				hypothetical protein
LEMGDAED_08053	CDS	972	xerD_4		COG4974	Tyrosine recombinase XerD
LEMGDAED_08054	CDS	813	murI_2	5.1.1.3	COG0796	Glutamate racemase
LEMGDAED_08055	CDS	684				hypothetical protein
LEMGDAED_08056	CDS	1278				hypothetical protein
LEMGDAED_08057	CDS	486				hypothetical protein
LEMGDAED_08058	CDS	1077	hemE_2	4.1.1.37		Uroporphyrinogen decarboxylase
LEMGDAED_08059	CDS	1263	valS	6.1.1.9	COG0525	Valine--tRNA ligase
LEMGDAED_08060	CDS	708				hypothetical protein
LEMGDAED_08061	CDS	411				hypothetical protein
LEMGDAED_08062	CDS	144				hypothetical protein
LEMGDAED_08063	CDS	1494	pepA_3	3.4.11.1	COG0260	Cytosol aminopeptidase
LEMGDAED_08064	CDS	1476				hypothetical protein
LEMGDAED_08065	CDS	831	mtnX	3.1.3.87		2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
LEMGDAED_08066	CDS	1683	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
LEMGDAED_08067	CDS	483				hypothetical protein
LEMGDAED_08068	CDS	504	tadA_3	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
LEMGDAED_08069	CDS	939	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
LEMGDAED_08070	CDS	879	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
LEMGDAED_08071	CDS	324	ybaB		COG0718	Nucleoid-associated protein YbaB
LEMGDAED_08072	CDS	1482	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
LEMGDAED_08073	CDS	414				hypothetical protein
LEMGDAED_08074	CDS	1071	ctaA	1.3.-.-	COG1612	Heme A synthase
LEMGDAED_08075	CDS	456	smpB_2		COG0691	SsrA-binding protein
LEMGDAED_08076	CDS	444	pasT		COG2867	Persistence and stress-resistance toxin PasT
LEMGDAED_08077	CDS	210	pasI		COG2914	Persistence and stress-resistance antitoxin PasI
LEMGDAED_08078	tRNA	76				tRNA-Thr(cgt)
LEMGDAED_08079	CDS	936	rpoA_2	2.7.7.6		DNA-directed RNA polymerase subunit alpha
LEMGDAED_08080	CDS	627	rpsD_2		COG0522	30S ribosomal protein S4
LEMGDAED_08081	CDS	1326	secY_2		COG0201	Protein translocase subunit SecY
LEMGDAED_08082	CDS	300	rplO_2		COG0200	50S ribosomal protein L15
LEMGDAED_08083	CDS	534	rpsE_2		COG0098	30S ribosomal protein S5
LEMGDAED_08084	CDS	543	rplF		COG0097	50S ribosomal protein L6
LEMGDAED_08085	CDS	540	rplE_2		COG0094	50S ribosomal protein L5
LEMGDAED_08086	CDS	204				hypothetical protein
LEMGDAED_08087	CDS	255	rpsQ_2		COG0186	30S ribosomal protein S17
LEMGDAED_08088	CDS	171	rplP		COG0197	50S ribosomal protein L16
LEMGDAED_08089	CDS	648	rpsC_2		COG0092	30S ribosomal protein S3
LEMGDAED_08090	CDS	834	rplB_2		COG0090	50S ribosomal protein L2
LEMGDAED_08091	CDS	225	rplD_2		COG0088	50S ribosomal protein L4
LEMGDAED_08092	CDS	648	rplC_2		COG0087	50S ribosomal protein L3
LEMGDAED_08093	CDS	1191	tufA_2		COG0050	Elongation factor Tu
LEMGDAED_08094	CDS	549	pupA			Ferric-pseudobactin 358 receptor
LEMGDAED_08095	CDS	1002	fecR_10		COG3712	Protein FecR
LEMGDAED_08096	CDS	510	fecI_12		COG1595	putative RNA polymerase sigma factor FecI
LEMGDAED_08097	CDS	633				hypothetical protein
LEMGDAED_08098	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
LEMGDAED_08099	CDS	717				hypothetical protein
LEMGDAED_08100	CDS	396				hypothetical protein
LEMGDAED_08101	CDS	600	acuR			Transcriptional regulator AcuR
LEMGDAED_08102	CDS	1746				hypothetical protein
LEMGDAED_08103	CDS	810	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LEMGDAED_08104	CDS	2502	actP_2	7.2.2.9		Copper-transporting P-type ATPase
LEMGDAED_08105	CDS	1008	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
LEMGDAED_08106	CDS	357				hypothetical protein
LEMGDAED_08107	CDS	105				hypothetical protein
LEMGDAED_08108	CDS	414	dksA_3		COG1734	RNA polymerase-binding transcription factor DksA
LEMGDAED_08109	CDS	243				hypothetical protein
LEMGDAED_08110	CDS	1254	yciC		COG0523	Putative metal chaperone YciC
LEMGDAED_08111	CDS	849				hypothetical protein
LEMGDAED_08112	CDS	285	fur_3		COG0735	Ferric uptake regulation protein
LEMGDAED_08113	CDS	525				hypothetical protein
LEMGDAED_08114	CDS	1200	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
LEMGDAED_08115	CDS	1203	macB_4	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
LEMGDAED_08116	CDS	672	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
LEMGDAED_08117	CDS	1110	macA_3		COG0845	Macrolide export protein MacA
LEMGDAED_08118	CDS	732				hypothetical protein
LEMGDAED_08119	CDS	1659	mutS_2			DNA mismatch repair protein MutS
LEMGDAED_08120	CDS	1179	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
LEMGDAED_08121	CDS	480	menI_2	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
LEMGDAED_08122	CDS	3756				hypothetical protein
LEMGDAED_08123	CDS	2226	rgy	5.6.2.2		Reverse gyrase
LEMGDAED_08124	CDS	726	cas5d	3.1.-.-		CRISPR pre-crRNA endoribonuclease Cas5d
LEMGDAED_08125	CDS	1734				hypothetical protein
LEMGDAED_08126	CDS	882				hypothetical protein
LEMGDAED_08127	CDS	630	cas4	3.1.12.1		CRISPR-associated exonuclease Cas4
LEMGDAED_08128	CDS	1035	cas4-cas1	3.1.-.-	COG1518	CRISPR-associated exonuclease Cas4/endonuclease Cas1 fusion
LEMGDAED_08129	CDS	291		3.1.-.-	COG1343	CRISPR-associated endoribonuclease Cas2 3
	repeat_region	1500				
LEMGDAED_08130	CDS	585				hypothetical protein
LEMGDAED_08131	CDS	951				hypothetical protein
LEMGDAED_08132	CDS	453				hypothetical protein
LEMGDAED_08133	CDS	693				hypothetical protein
LEMGDAED_08134	CDS	675	estB	3.1.1.1	COG0400	Carboxylesterase 2
LEMGDAED_08135	CDS	1113			COG1305	putative protein
LEMGDAED_08136	CDS	1722	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
LEMGDAED_08137	CDS	1419	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
LEMGDAED_08138	CDS	171				hypothetical protein
LEMGDAED_08139	CDS	957	ssuR_3			HTH-type transcriptional regulator SsuR
LEMGDAED_08140	CDS	195				hypothetical protein
LEMGDAED_08141	CDS	909	cysD_2	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
LEMGDAED_08142	CDS	1272	cysNC		COG0529	Bifunctional enzyme CysN/CysC
LEMGDAED_08143	CDS	3447	pyrK			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
LEMGDAED_08144	CDS	1128	pntAA_2	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
LEMGDAED_08145	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
LEMGDAED_08146	CDS	1380	pntB_2	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
LEMGDAED_08147	CDS	798				hypothetical protein
LEMGDAED_08148	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
LEMGDAED_08149	CDS	1032	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LEMGDAED_08150	CDS	1473				hypothetical protein
LEMGDAED_08151	CDS	888	purC_2	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
LEMGDAED_08152	CDS	1131	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
LEMGDAED_08153	CDS	393	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
LEMGDAED_08154	CDS	432	tolR			Tol-Pal system protein TolR
LEMGDAED_08155	CDS	639	sodB_2	1.15.1.1		Superoxide dismutase [Fe]
LEMGDAED_08156	CDS	651	hisG_2	2.4.2.17	COG0040	ATP phosphoribosyltransferase
LEMGDAED_08157	CDS	1299	hisD_2	1.1.1.23	COG0141	Histidinol dehydrogenase
LEMGDAED_08158	CDS	1194	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
LEMGDAED_08159	CDS	1014	dusB_2	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
LEMGDAED_08160	CDS	243	fis_2		COG2901	DNA-binding protein Fis
LEMGDAED_08161	CDS	1563	purH_2		COG0138	Bifunctional purine biosynthesis protein PurH
LEMGDAED_08162	CDS	1317	purD_2	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LEMGDAED_08163	CDS	306				hypothetical protein
LEMGDAED_08164	CDS	1269				hypothetical protein
LEMGDAED_08165	CDS	1935	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
LEMGDAED_08166	CDS	2172	lptD_2		COG1452	LPS-assembly protein LptD
LEMGDAED_08167	CDS	1353	surA	5.2.1.8	COG0760	Chaperone SurA
LEMGDAED_08168	CDS	1011	pdxA_2	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
LEMGDAED_08169	CDS	774	rsmA_3	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
LEMGDAED_08170	CDS	492	ogt_3	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
LEMGDAED_08171	CDS	222				hypothetical protein
LEMGDAED_08172	CDS	231				hypothetical protein
LEMGDAED_08173	CDS	561				hypothetical protein
LEMGDAED_08174	CDS	519	efp_2		COG0231	Elongation factor P
LEMGDAED_08175	CDS	1143				hypothetical protein
LEMGDAED_08176	CDS	993	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
LEMGDAED_08177	CDS	564	bin3_1			Putative transposon Tn552 DNA-invertase bin3
LEMGDAED_08178	CDS	381				hypothetical protein
LEMGDAED_08179	CDS	480	arsC_8	1.20.4.4	COG0394	Arsenate reductase
LEMGDAED_08180	CDS	369	arsD			Arsenical resistance operon trans-acting repressor ArsD
LEMGDAED_08181	CDS	1764	arsA	7.3.2.7		Arsenical pump-driving ATPase
LEMGDAED_08182	CDS	474	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LEMGDAED_08183	CDS	1287	arsB_2		COG1055	Arsenical pump membrane protein
LEMGDAED_08184	CDS	2967				Tn3 family transposase ISPa38
LEMGDAED_08185	CDS	3417				hypothetical protein
LEMGDAED_08186	CDS	1110	tolB_1		COG0823	Tol-Pal system protein TolB
LEMGDAED_08187	CDS	1278		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
LEMGDAED_08188	CDS	720				hypothetical protein
LEMGDAED_08189	CDS	426				hypothetical protein
LEMGDAED_08190	CDS	1860	ftsH4_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
LEMGDAED_08191	CDS	1107	flhA_4	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
LEMGDAED_08192	CDS	858	fghA_2	3.1.2.12	COG0627	S-formylglutathione hydrolase
LEMGDAED_08193	CDS	1176	ldc_2	4.1.1.17		Lysine/ornithine decarboxylase
LEMGDAED_08194	CDS	267				hypothetical protein
LEMGDAED_08195	CDS	1344	rimO_2	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
LEMGDAED_08196	CDS	813				hypothetical protein
LEMGDAED_08197	CDS	342	bolA_2		COG0271	DNA-binding transcriptional regulator BolA
LEMGDAED_08198	CDS	630	lemA_3		COG1704	Protein LemA
LEMGDAED_08199	CDS	891				hypothetical protein
LEMGDAED_08200	CDS	501				hypothetical protein
LEMGDAED_08201	CDS	456	fliA_2			RNA polymerase sigma factor FliA
LEMGDAED_08202	CDS	690				hypothetical protein
LEMGDAED_08203	CDS	2298	btuD_22	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEMGDAED_08204	CDS	468				hypothetical protein
LEMGDAED_08205	CDS	366				hypothetical protein
LEMGDAED_08206	CDS	231				hypothetical protein
LEMGDAED_08207	CDS	2307	cphA_1	6.3.2.29		Cyanophycin synthetase
LEMGDAED_08208	CDS	2571	cphA_2	6.3.2.29		Cyanophycin synthetase
LEMGDAED_08209	CDS	945	aniA	1.7.2.1	COG2132	Copper-containing nitrite reductase
LEMGDAED_08210	CDS	387				hypothetical protein
LEMGDAED_08211	CDS	693				hypothetical protein
LEMGDAED_08212	CDS	1059	ftsP_3			Cell division protein FtsP
LEMGDAED_08213	CDS	456	nsrR		COG1959	HTH-type transcriptional repressor NsrR
LEMGDAED_08214	CDS	3975				hypothetical protein
LEMGDAED_08215	CDS	1905	tamA		COG0729	Translocation and assembly module subunit TamA
LEMGDAED_08216	CDS	654	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
LEMGDAED_08217	CDS	189		5.3.2.-	COG1942	putative tautomerase
LEMGDAED_08218	CDS	1815	uvrC_2		COG0322	UvrABC system protein C
LEMGDAED_08219	CDS	717				hypothetical protein
LEMGDAED_08220	CDS	282				hypothetical protein
LEMGDAED_08221	CDS	543				hypothetical protein
LEMGDAED_08222	CDS	405				hypothetical protein
LEMGDAED_08223	CDS	294				hypothetical protein
LEMGDAED_08224	CDS	216				hypothetical protein
LEMGDAED_08225	CDS	222				hypothetical protein
LEMGDAED_08226	CDS	1731	xpsE		COG2804	Type II secretion system protein E
LEMGDAED_08227	CDS	1221	gspF		COG1459	Putative type II secretion system protein F
LEMGDAED_08228	CDS	453	xcpT		COG2165	Type II secretion system protein G
LEMGDAED_08229	CDS	381				hypothetical protein
LEMGDAED_08230	CDS	651				hypothetical protein
LEMGDAED_08231	CDS	2061				hypothetical protein
LEMGDAED_08232	CDS	5142	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
LEMGDAED_08233	CDS	1359				hypothetical protein
LEMGDAED_08234	CDS	708				hypothetical protein
LEMGDAED_08235	CDS	759				hypothetical protein
LEMGDAED_08236	CDS	546				hypothetical protein
LEMGDAED_08237	CDS	216				hypothetical protein
LEMGDAED_08238	CDS	1503				hypothetical protein
LEMGDAED_08239	CDS	1602				hypothetical protein
LEMGDAED_08240	CDS	1668	lox	1.13.11.12		Linoleate 9/13-lipoxygenase
LEMGDAED_08241	CDS	2862				hypothetical protein
LEMGDAED_08242	CDS	1947	betA_2	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
LEMGDAED_08243	CDS	2670				hypothetical protein
LEMGDAED_08244	CDS	453				hypothetical protein
LEMGDAED_08245	CDS	312				hypothetical protein
LEMGDAED_08246	CDS	1071				hypothetical protein
LEMGDAED_08247	CDS	1527				hypothetical protein
LEMGDAED_08248	CDS	1215				hypothetical protein
LEMGDAED_08249	CDS	813				hypothetical protein
LEMGDAED_08250	CDS	783				hypothetical protein
LEMGDAED_08251	CDS	1044	prfB_2		COG1186	Peptide chain release factor RF2
LEMGDAED_08252	CDS	1257				hypothetical protein
LEMGDAED_08253	CDS	579				hypothetical protein
LEMGDAED_08254	CDS	762				hypothetical protein
LEMGDAED_08255	CDS	474				hypothetical protein
LEMGDAED_08256	CDS	2454	fatA_4			Ferric-anguibactin receptor FatA
LEMGDAED_08257	CDS	1149	dinB	2.7.7.7	COG0389	DNA polymerase IV
LEMGDAED_08258	CDS	966	fecR_11		COG3712	Protein FecR
LEMGDAED_08259	CDS	531	fecI_13		COG1595	putative RNA polymerase sigma factor FecI
LEMGDAED_08260	CDS	2169	copA_3	7.2.2.8	COG2217	Copper-exporting P-type ATPase
LEMGDAED_08261	CDS	840				hypothetical protein
LEMGDAED_08262	CDS	2385	ss2	2.4.1.13		Sucrose synthase
LEMGDAED_08263	CDS	2139	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LEMGDAED_08264	CDS	942	scrK	2.7.1.4	COG0524	Fructokinase
LEMGDAED_08265	CDS	1125	ybhR_2		COG0842	putative multidrug ABC transporter permease YbhR
LEMGDAED_08266	CDS	1152	ybhS_2		COG0842	putative multidrug ABC transporter permease YbhS
LEMGDAED_08267	CDS	1779	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
LEMGDAED_08268	CDS	441				hypothetical protein
LEMGDAED_08269	CDS	561	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
LEMGDAED_08270	CDS	477	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
LEMGDAED_08271	CDS	1503				hypothetical protein
LEMGDAED_08272	CDS	852				hypothetical protein
LEMGDAED_08273	CDS	1695				hypothetical protein
LEMGDAED_08274	CDS	549	greB		COG0782	Transcription elongation factor GreB
LEMGDAED_08275	CDS	927	rapZ		COG1660	RNase adapter protein RapZ
LEMGDAED_08276	CDS	2058	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
LEMGDAED_08277	CDS	390	yabJ_4	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
LEMGDAED_08278	CDS	1254	murA_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
LEMGDAED_08279	CDS	663				hypothetical protein
LEMGDAED_08280	CDS	1386	argH_4	4.3.2.1	COG0165	Argininosuccinate lyase
LEMGDAED_08281	CDS	906		2.7.1.-		putative ketoamine kinase
LEMGDAED_08282	tRNA	88				tRNA-Ser(act)
LEMGDAED_08283	CDS	1182	rlmD_2	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
LEMGDAED_08284	CDS	825				hypothetical protein
LEMGDAED_08285	CDS	249				IS982 family transposase ISNeu2
LEMGDAED_08286	CDS	279				IS982 family transposase ISNeu1
LEMGDAED_08287	CDS	2148				hypothetical protein
LEMGDAED_08288	CDS	1020	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
LEMGDAED_08289	CDS	1077	cheB_2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
LEMGDAED_08290	CDS	606	cheD_2	3.5.1.44		Chemoreceptor glutamine deamidase CheD
LEMGDAED_08291	CDS	849	cheR_2	2.1.1.80		Chemotaxis protein methyltransferase
LEMGDAED_08292	CDS	2319				hypothetical protein
LEMGDAED_08293	CDS	2256				hypothetical protein
LEMGDAED_08294	CDS	516	cheW_2		COG0835	Chemotaxis protein CheW
LEMGDAED_08295	CDS	2214	cheA_2	2.7.13.3	COG0643	Chemotaxis protein CheA
LEMGDAED_08296	CDS	435	matP			Macrodomain Ter protein
LEMGDAED_08297	CDS	633	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
LEMGDAED_08298	CDS	1515	ubiB_2	2.7.-.-	COG0661	putative protein kinase UbiB
LEMGDAED_08299	CDS	1086	potA_8	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
LEMGDAED_08300	CDS	909	potB_6		COG1176	Spermidine/putrescine transport system permease protein PotB
LEMGDAED_08301	CDS	777	ydcV_4			Inner membrane ABC transporter permease protein YdcV
LEMGDAED_08302	CDS	1110	spuE		COG0687	Spermidine-binding periplasmic protein SpuE
LEMGDAED_08303	CDS	309				Ferredoxin, 2Fe-2S
LEMGDAED_08304	CDS	417				hypothetical protein
LEMGDAED_08305	CDS	414				hypothetical protein
LEMGDAED_08306	CDS	417				hypothetical protein
LEMGDAED_08307	CDS	906				hypothetical protein
LEMGDAED_08308	CDS	1563				hypothetical protein
LEMGDAED_08309	CDS	906	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
LEMGDAED_08310	CDS	438				hypothetical protein
LEMGDAED_08311	CDS	396				hypothetical protein
LEMGDAED_08312	CDS	672	nth_2	4.2.99.18	COG0177	Endonuclease III
LEMGDAED_08313	CDS	657	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
LEMGDAED_08314	CDS	1026	pyrD_3	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
LEMGDAED_08315	CDS	711	bpt_2	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
LEMGDAED_08316	CDS	711	aat_2	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
LEMGDAED_08317	CDS	867				hypothetical protein
LEMGDAED_08318	CDS	1365	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
LEMGDAED_08319	CDS	1194	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
LEMGDAED_08320	CDS	936	thiE_2	2.5.1.3		Thiamine-phosphate synthase
LEMGDAED_08321	CDS	894				hypothetical protein
LEMGDAED_08322	CDS	1230	argJ_2		COG1364	Arginine biosynthesis bifunctional protein ArgJ
LEMGDAED_08323	CDS	414	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
LEMGDAED_08324	CDS	258	grxC_2		COG0695	Glutaredoxin 3
LEMGDAED_08325	CDS	486	secB_2		COG1952	Protein-export protein SecB
LEMGDAED_08326	CDS	489				hypothetical protein
LEMGDAED_08327	CDS	990	gpsA_2	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
LEMGDAED_08328	CDS	273	hupB_3		COG0776	DNA-binding protein HU-beta
LEMGDAED_08329	tRNA	76				tRNA-Val(tac)
LEMGDAED_08330	tRNA	77				tRNA-Asp(gtc)
LEMGDAED_08331	CDS	1893	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
LEMGDAED_08332	CDS	795	fabI_3	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
LEMGDAED_08333	CDS	582	rhaR_4			HTH-type transcriptional activator RhaR
LEMGDAED_08334	CDS	195				hypothetical protein
LEMGDAED_08335	CDS	294	amiF	3.5.1.49		Formamidase
LEMGDAED_08336	CDS	198	nadE_3	6.3.5.1		Glutamine-dependent NAD(+) synthetase
LEMGDAED_08337	CDS	1278		1.14.13.-	COG2072	putative monooxygenase
LEMGDAED_08338	CDS	315	gdx_2			Guanidinium exporter
LEMGDAED_08339	CDS	2298	yhgF		COG2183	Protein YhgF
LEMGDAED_08340	CDS	921				hypothetical protein
LEMGDAED_08341	CDS	1368	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
LEMGDAED_08342	CDS	450				hypothetical protein
LEMGDAED_08343	CDS	393				hypothetical protein
LEMGDAED_08344	CDS	687	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
LEMGDAED_08345	CDS	1368	ampG		COG0477	Anhydromuropeptide permease
LEMGDAED_08346	CDS	777				hypothetical protein
LEMGDAED_08347	CDS	300				hypothetical protein
LEMGDAED_08348	CDS	297				hypothetical protein
LEMGDAED_08349	CDS	828				IS3 family transposase ISNieu2
LEMGDAED_08350	CDS	297				IS3 family transposase ISNieu2
LEMGDAED_08351	CDS	570	bla	3.5.2.6		Beta-lactamase OXA-2
LEMGDAED_08352	CDS	225				hypothetical protein
LEMGDAED_08353	CDS	537				hypothetical protein
LEMGDAED_08354	CDS	573	ycaC_4	4.-.-.-	COG1335	putative hydrolase YcaC
LEMGDAED_08355	CDS	378				hypothetical protein
LEMGDAED_08356	CDS	306				hypothetical protein
LEMGDAED_08357	CDS	240				hypothetical protein
LEMGDAED_08358	CDS	243				hypothetical protein
LEMGDAED_08359	CDS	396			COG2764	putative protein
LEMGDAED_08360	CDS	972	xerD_5		COG4974	Tyrosine recombinase XerD
LEMGDAED_08361	CDS	618	metXA_4		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
LEMGDAED_08362	CDS	1134	metXS	2.3.1.46		Homoserine O-succinyltransferase
LEMGDAED_08363	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
LEMGDAED_08364	CDS	270	ptsH		COG1925	Phosphocarrier protein HPr
LEMGDAED_08365	CDS	405	levD		COG2893	PTS system fructose-specific EIIA component
LEMGDAED_08366	CDS	546	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
LEMGDAED_08367	CDS	648	tmk_2	2.7.4.9		Thymidylate kinase
LEMGDAED_08368	CDS	1062				hypothetical protein
LEMGDAED_08369	CDS	2721	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
LEMGDAED_08370	CDS	3468	addA_2	3.6.4.12		ATP-dependent helicase/nuclease subunit A
LEMGDAED_08371	CDS	1056				hypothetical protein
LEMGDAED_08372	CDS	645				hypothetical protein
LEMGDAED_08373	CDS	639	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
LEMGDAED_08374	CDS	930	ycjY_2		COG1073	putative protein YcjY
LEMGDAED_08375	CDS	918	ycjY_3		COG1073	putative protein YcjY
LEMGDAED_08376	CDS	1026	pgrR_8			HTH-type transcriptional regulator PgrR
LEMGDAED_08377	CDS	2478	cntO_9		COG1629	Metal-pseudopaline receptor CntO
